iter	Logloss
239	0.3202540459
240	0.319804481
241	0.3192205856
242	0.3188841711
243	0.3179567821
244	0.3173988304
245	0.316932014
246	0.3163422921
247	0.3157609778
248	0.3148230557
249	0.3139224076
250	0.3135233447
251	0.3127923083
252	0.3127313491
253	0.3122089063
254	0.3120207715
255	0.3115281821
256	0.3107329032
257	0.3100733022
258	0.3093301764
259	0.3087333565
260	0.3080035917
261	0.3079383622
262	0.3075944322
263	0.3070063805
264	0.3069467307
265	0.3068244137
266	0.3066558079
267	0.3059156427
268	0.3053292991
269	0.304675999
270	0.3044022517
271	0.303853201
272	0.3029394956
273	0.3021233402
274	0.301568558
275	0.3012970123
276	0.3007372576
277	0.3000458295
278	0.2995729019
279	0.2990421656
280	0.2984356287
281	0.2978447871
282	0.2970800827
283	0.2965890875
284	0.2958774282
285	0.2951661864
286	0.2945818925
287	0.2940496948
288	0.2935016879
289	0.2928633049
290	0.2926175322
291	0.2920009366
292	0.2915638217
293	0.2911615704
294	0.2907067864
295	0.290586481
296	0.2899762054
297	0.2894964266
298	0.289155609
299	0.2887347397
300	0.2880773022
301	0.2874292782
302	0.286976373
303	0.2864060094
304	0.2860107042
305	0.2856560892
306	0.285183731
307	0.2849548112
308	0.2847851236
309	0.2844366766
310	0.2839896738
311	0.2834192532
312	0.2830060133
313	0.282495641
314	0.2818675824
315	0.2811257092
316	0.280634733
317	0.2799785102
318	0.2796367057
319	0.2788788145
320	0.2783610026
321	0.2780230698
322	0.2773953338
323	0.2767677117
324	0.2766390369
325	0.2764933572
326	0.2759574017
327	0.2752716102
328	0.2750758461
329	0.2746252183
330	0.2744651339
331	0.274261133
332	0.2741470716
333	0.2737827965
334	0.2733154297
335	0.2728315325
336	0.2723492295
337	0.2718361812
338	0.2715893456
339	0.2714198478
340	0.2710575844
341	0.2707940476
342	0.270244978
343	0.269642996
344	0.2693328857
345	0.2689538453
346	0.2687355535
347	0.2681257144
348	0.2680429867
349	0.2679793135
350	0.2673482563
351	0.267094057
352	0.266725227
353	0.2661741646
354	0.2655527675
355	0.2650669345
356	0.2641664761
357	0.263453811
358	0.2630569306
359	0.2629311025
360	0.2626193222
361	0.2623532423
362	0.2618930874
363	0.2616580565
364	0.2610947718
365	0.260680583
366	0.2600109613
367	0.2596203818
368	0.2589247025
369	0.2585692904
370	0.2580712921
371	0.2574692911
372	0.2571873831
373	0.2566140777
374	0.2565235499
375	0.2564003029
376	0.2557412143
377	0.2551788786
378	0.2546711632
379	0.2542912877
380	0.2538072766
381	0.253485115
382	0.2529897168
383	0.2526281177
384	0.2521485286
385	0.2519284149
386	0.2516221383
387	0.2513001096
388	0.2509554583
389	0.2503261471
390	0.2498304642
391	0.249158622
392	0.2484651063
393	0.2480325272
394	0.247497179
395	0.246910247
396	0.2461555063
397	0.2457527237
398	0.2454507932
399	0.2449771065
400	0.2446605625
401	0.2445762407
402	0.2440041879
403	0.2435339173
404	0.2431536622
405	0.2428610123
406	0.2424989008
407	0.2419923621
408	0.2416405559
409	0.2413522331
410	0.2407833498
411	0.2403641127
412	0.2400687298
413	0.2397095789
414	0.2390756749
415	0.2387161634
416	0.2381957704
417	0.2377541765
418	0.2371995081
419	0.2371276552
420	0.2365528315
421	0.2361448867
422	0.2359009169
423	0.2354830652
424	0.2351425323
425	0.2348213006
426	0.2344914147
427	0.2340471258
428	0.23376592
429	0.2333759289
430	0.2329767711
431	0.2325833069
432	0.2321507468
433	0.2319529899
434	0.2315392186
435	0.2311477661
436	0.2306412654
437	0.2303702131
438	0.2300037745
439	0.2297269717
440	0.229395985
441	0.229097243
442	0.2285344897
443	0.2281195418
444	0.2278812845
445	0.2271492612
446	0.2269779794
447	0.2266544323
448	0.2263587648
449	0.2258677506
450	0.2252543056
451	0.2247888366
452	0.2243786522
453	0.2239684489
454	0.223657219
455	0.223058748
456	0.22255517
457	0.2223058293
458	0.2222420422
459	0.2222055653
460	0.2218658295
461	0.2213898464
462	0.2209962494
463	0.2207835373
464	0.2205757786
465	0.2201598817
466	0.219825422
467	0.2193310676
468	0.2188538888
469	0.2184091255
470	0.2178992276
471	0.2175969366
472	0.21733507
473	0.2169817075
474	0.2166473616
475	0.2162842822
476	0.2156399779
477	0.2151252025
478	0.2148807772
479	0.2148317366
480	0.214661119
481	0.2144592817
482	0.2140163592
483	0.213924408
484	0.2136396342
485	0.2134510629
486	0.2133018532
487	0.2128095484
488	0.2126385134
489	0.2122441572
490	0.2117606396
491	0.2114235987
492	0.2112188007
493	0.2109590597
494	0.2107821033
495	0.2105288719
496	0.210098836
497	0.2098471419
498	0.2095238225
499	0.2094018092
500	0.2089481259
501	0.2085512455
502	0.2079389771
503	0.2075367069
504	0.2070943728
505	0.2068369092
506	0.2064134588
507	0.2059167131
508	0.2055897499
509	0.2052331422
510	0.204876838
511	0.2047840517
512	0.2043539398
513	0.2041961518
514	0.2037800651
515	0.2035968458
516	0.2033501051
517	0.2029746326
518	0.2026248761
519	0.2023552662
520	0.2019485929
521	0.2016711449
522	0.2015949078
523	0.2012707914
524	0.2008258573
525	0.2004247257
526	0.2002499329
527	0.2000019776
528	0.1998919207
529	0.199849143
530	0.1995563792
531	0.1993963896
532	0.1988503375
533	0.1986138453
534	0.1982333814
535	0.1978535818
536	0.1973670846
537	0.1970114447
538	0.1963541781
539	0.1961656637
540	0.1961248407
541	0.1959511676
542	0.1956191371
543	0.195215899
544	0.1947222278
545	0.1942132219
546	0.1938538053
547	0.1936708896
548	0.1935138228
549	0.1932466042
550	0.1928876431
551	0.1924821465
552	0.1922590341
553	0.1920947364
554	0.1917717398
555	0.1915070453
556	0.1914116399
557	0.191016164
558	0.1905260608
559	0.1903197635
560	0.1898372138
561	0.1895273882
562	0.1891923781
563	0.1888045126
564	0.1883889573
565	0.1880729637
566	0.1879068251
567	0.1878053656
568	0.1876813215
569	0.1875979106
570	0.1872799242
571	0.187075335
572	0.1865657598
573	0.1863478096
574	0.1861684998
575	0.1858825494
576	0.1854544113
577	0.1853097185
578	0.1849708178
579	0.1846255022
580	0.1843010632
581	0.1842273314
582	0.1840591051
583	0.1837743883
584	0.1835109654
585	0.1834569333
586	0.1830328756
587	0.1829362936
588	0.1824875827
589	0.1821607144
590	0.1819701693
591	0.1816929869
592	0.1812693658
593	0.1810534653
594	0.1808215089
595	0.1806303186
596	0.1802936383
597	0.1800972099
598	0.1798554606
599	0.1794353884
600	0.1790538048
601	0.1787603198
602	0.178573988
603	0.1783323146
604	0.1781263209
605	0.1778873804
606	0.177707805
607	0.1775780673
608	0.1774154587
609	0.1773280623
610	0.1772090096
611	0.1769619083
612	0.1767115047
613	0.1763063497
614	0.1759565932
615	0.1757758221
616	0.1756790882
617	0.1753923217
618	0.1748984797
619	0.1746303501
620	0.1745981624
621	0.1743234283
622	0.1740543498
623	0.1738967516
624	0.1736851023
625	0.1733543814
626	0.1730895541
627	0.172988512
628	0.1727826702
629	0.1723726946
630	0.1721268649
631	0.1717113855
632	0.1715646051
633	0.1715454937
634	0.1714216583
635	0.1713032699
636	0.1710447435
637	0.1707062603
638	0.1704501821
639	0.1701648959
640	0.1699447442
641	0.1696333245
642	0.1694075931
643	0.1691918824
644	0.1689777469
645	0.1687770862
646	0.1686134338
647	0.1685046106
648	0.1684028474
649	0.168125703
650	0.1679250992
651	0.16759286
652	0.167195638
653	0.166939446
654	0.1667297325
655	0.1664903366
656	0.1662543377
657	0.1659643638
658	0.1656537222
659	0.1653537466
660	0.1651444886
661	0.1649293093
662	0.1645825135
663	0.1643032624
664	0.1639150174
665	0.163768142
666	0.163652031
667	0.1634840515
668	0.1634632319
669	0.1631675075
670	0.1627904028
671	0.1625480462
672	0.1622623804
673	0.1620063972
674	0.1618624066
675	0.1615258212
676	0.1614902174
677	0.1612433438
678	0.1609862788
679	0.1607685753
680	0.1606214533
681	0.1604409289
682	0.1602597592
683	0.1600377477
684	0.1596237486
685	0.1595705327
686	0.1595290834
687	0.1591536299
688	0.1589175647
689	0.1588848551
690	0.1585176667
691	0.1582687435
692	0.1579545149
693	0.1578057038
694	0.1574998542
695	0.1572366971
696	0.1569790437
697	0.1567607994
698	0.1565181106
699	0.1563220807
